Year,Country,Disease,Gender,Rate
2021,Czech Republic,Ischaemic,Female,200.36
2021,Denmark,Ischaemic,Male,87.5
2021,Denmark,Ischaemic,Female,40.83
2021,Germany,Ischaemic,Male,178.64
2021,Germany,Ischaemic,Female,87.44
2021,Estonia,Ischaemic,Male,261.12
2021,Estonia,Ischaemic,Female,128.68
2021,Ireland,Ischaemic,Male,165.25
2021,Ireland,Ischaemic,Female,78.94
2021,Greece,Ischaemic,Male,146.44
2021,Greece,Ischaemic,Female,70.32
2021,Spain,Ischaemic,Male,82.5
2021,Spain,Ischaemic,Female,33.9
2021,France,Ischaemic,Male,66.54
2021,France,Ischaemic,Female,24.82
2021,Croatia,Ischaemic,Male,254.17
2021,Croatia,Ischaemic,Female,171.95
2021,Italy,Ischaemic,Male,111.06
2021,Italy,Ischaemic,Female,56.12
2021,Cyprus,Ischaemic,Male,119.61
2021,Cyprus,Ischaemic,Female,48.17
2021,Latvia,Ischaemic,Male,474.34
2021,Latvia,Ischaemic,Female,257.67
2021,Lithuania,Ischaemic,Male,618.53
2021,Lithuania,Ischaemic,Female,375.76
2021,Luxembourg,Ischaemic,Male,96.59
2021,Luxembourg,Ischaemic,Female,36.2
2021,Hungary,Ischaemic,Male,450.3
2021,Hungary,Ischaemic,Female,292.33
2021,Malta,Ischaemic,Male,219.55
2021,Malta,Ischaemic,Female,113.73
2021,Netherlands,Ischaemic,Male,73.98
2021,Netherlands,Ischaemic,Female,34.75
2021,Austria,Ischaemic,Male,207.01
2021,Austria,Ischaemic,Female,110.15
2021,Poland,Ischaemic,Male,186.11
2021,Poland,Ischaemic,Female,102.29
2021,Portugal,Ischaemic,Male,88.98
2021,Portugal,Ischaemic,Female,40.2
2021,Romania,Ischaemic,Male,347.88
2021,Romania,Ischaemic,Female,231.98
2021,Finland,Ischaemic,Male,220.39
2021,Finland,Ischaemic,Female,96.78
2021,Sweden,Ischaemic,Male,133.64
2021,Sweden,Ischaemic,Female,66.46
2021,Iceland,Ischaemic,Male,148.39
2021,Iceland,Ischaemic,Female,81.07
2021,Liechtenstein,Ischaemic,Male,81.74
2021,Liechtenstein,Ischaemic,Female,15.05
2021,Norway,Ischaemic,Male,95.81
2021,Norway,Ischaemic,Female,47.32
2021,Switzerland,Ischaemic,Male,115.11
2021,Switzerland,Ischaemic,Female,55.32
2022,Belgium,Ischaemic,Male,78
2022,Belgium,Ischaemic,Female,32.54
2022,Czech Republic,Ischaemic,Male,341.26
2022,Czech Republic,Ischaemic,Female,205.26
2022,Denmark,Ischaemic,Male,89.54
2022,Denmark,Ischaemic,Female,38.39
2022,Germany,Ischaemic,Male,179.15
2022,Germany,Ischaemic,Female,86.13
2022,Estonia,Ischaemic,Male,236.83
2022,Estonia,Ischaemic,Female,109.6
2022,Ireland,Ischaemic,Male,160.12
2022,Ireland,Ischaemic,Female,77.08
2022,Greece,Ischaemic,Male,145.2
2022,Greece,Ischaemic,Female,72.97
2022,Spain,Ischaemic,Male,84.15
2022,Spain,Ischaemic,Female,33.53
2022,France,Ischaemic,Male,64.97
2022,France,Ischaemic,Female,23.24
2022,Croatia,Ischaemic,Male,245.05
2022,Croatia,Ischaemic,Female,157.62
2022,Italy,Ischaemic,Male,113.64
2022,Italy,Ischaemic,Female,56.8
2022,Cyprus,Ischaemic,Male,122.29
2022,Cyprus,Ischaemic,Female,62.63
2022,Latvia,Ischaemic,Male,478.06
2022,Latvia,Ischaemic,Female,253.43
2022,Lithuania,Ischaemic,Male,681.69
2022,Lithuania,Ischaemic,Female,388.52
2022,Luxembourg,Ischaemic,Male,84.39
2022,Luxembourg,Ischaemic,Female,35.76
2022,Hungary,Ischaemic,Male,446.23
2022,Hungary,Ischaemic,Female,294.18
2022,Malta,Ischaemic,Male,191.5
2022,Malta,Ischaemic,Female,127.55
2022,Netherlands,Ischaemic,Male,71.31
2022,Netherlands,Ischaemic,Female,32.11
2022,Austria,Ischaemic,Male,205.33
2022,Austria,Ischaemic,Female,108.11
2022,Poland,Ischaemic,Male,221.69
2022,Poland,Ischaemic,Female,120.09
2022,Portugal,Ischaemic,Male,84.43
2022,Portugal,Ischaemic,Female,38.21
2022,Romania,Ischaemic,Male,395.37
2022,Romania,Ischaemic,Female,249.62
2022,Finland,Ischaemic,Male,217.07
2022,Finland,Ischaemic,Female,90.47
2022,Sweden,Ischaemic,Male,131.18
2022,Sweden,Ischaemic,Female,63.04
2022,Iceland,Ischaemic,Male,144.21
2022,Iceland,Ischaemic,Female,71.74
2022,Liechtenstein,Ischaemic,Male,74.41
2022,Liechtenstein,Ischaemic,Female,37.65
2022,Norway,Ischaemic,Male,89.11
2022,Norway,Ischaemic,Female,45.95
2022,Switzerland,Ischaemic,Male,115.76
2022,Switzerland,Ischaemic,Female,51.93
2023,Belgium,Ischaemic,Male,78.04
2023,Belgium,Ischaemic,Female,32.13
2023,Czech Republic,Ischaemic,Male,324.53
2023,Czech Republic,Ischaemic,Female,187.19
2023,Denmark,Ischaemic,Male,87.13
2023,Denmark,Ischaemic,Female,38.61
2023,Germany,Ischaemic,Male,176.78
2023,Germany,Ischaemic,Female,84.1
2023,Estonia,Ischaemic,Male,233.72
2023,Estonia,Ischaemic,Female,113.53
2023,Ireland,Ischaemic,Male,160.37
2023,Ireland,Ischaemic,Female,73.83
2023,Greece,Ischaemic,Male,153.37
2023,Greece,Ischaemic,Female,76.12
2023,Spain,Ischaemic,Male,80.57
2023,Spain,Ischaemic,Female,32.04
2023,France,Ischaemic,Male,64.56
2023,France,Ischaemic,Female,23.06
2023,Croatia,Ischaemic,Male,259.91
2023,Croatia,Ischaemic,Female,161.2
2023,Italy,Ischaemic,Male,105.13
2023,Italy,Ischaemic,Female,51.92
2023,Cyprus,Ischaemic,Male,118.29
2023,Cyprus,Ischaemic,Female,45.31
2023,Latvia,Ischaemic,Male,518.4
2023,Latvia,Ischaemic,Female,266.78
2023,Lithuania,Ischaemic,Male,660.32
2023,Lithuania,Ischaemic,Female,389.19
2023,Luxembourg,Ischaemic,Male,78.2
2023,Luxembourg,Ischaemic,Female,30
2023,Hungary,Ischaemic,Male,445.49
2023,Hungary,Ischaemic,Female,288.18
2023,Malta,Ischaemic,Male,168.4
2023,Malta,Ischaemic,Female,111.31
2023,Netherlands,Ischaemic,Male,70.85
2023,Netherlands,Ischaemic,Female,31.24
2023,Austria,Ischaemic,Male,190.47
2023,Austria,Ischaemic,Female,97.48
2023,Poland,Ischaemic,Male,283.43
2023,Poland,Ischaemic,Female,173.32
2023,Portugal,Ischaemic,Male,76.73
2023,Portugal,Ischaemic,Female,36.09
2023,Romania,Ischaemic,Male,422.36
2023,Romania,Ischaemic,Female,268.33
2023,Finland,Ischaemic,Male,216.65
2023,Finland,Ischaemic,Female,89.35
2023,Sweden,Ischaemic,Male,127.07
2023,Sweden,Ischaemic,Female,58.77
2023,Iceland,Ischaemic,Male,146.85
2023,Iceland,Ischaemic,Female,61.71
2023,Liechtenstein,Ischaemic,Male,99.9
2023,Liechtenstein,Ischaemic,Female,95.37
2023,Norway,Ischaemic,Male,98.38
2023,Norway,Ischaemic,Female,48.67
2023,Switzerland,Ischaemic,Male,103.99
2023,Switzerland,Ischaemic,Female,47.7
